text,slot,intent
what time does play,O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent
i want a table for at a place in on,O O O O O B-party_size_number O O O O B-country O B-timeRange,BookRestaurant
play the from,O O B-sort I-sort B-year B-music_item O B-artist I-artist,PlayMusic
play by with,O B-track I-track I-track I-track I-track I-track O B-artist O B-service,PlayMusic
play a from the,O O B-artist I-artist B-music_item O O B-year,PlayMusic
add to playlist,O B-artist I-artist O B-playlist_owner B-playlist O,AddToPlaylist
give,O B-object_select B-object_part_of_series_type B-rating_value B-rating_unit,RateBook
rate the,O O B-object_type B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook
add to,O B-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist
give to,O B-rating_value B-rating_unit O B-object_select B-object_type,RateBook
weather for in,O O B-timeRange I-timeRange O B-state I-state,GetWeather
add this to,O O B-music_item O B-playlist I-playlist,AddToPlaylist
add to the playlis,O B-entity_name I-entity_name O O B-playlist O,AddToPlaylist
find the,O O B-object_type I-object_type B-object_name I-object_name I-object_name,SearchCreativeWork
give,O B-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook
book a in,O O B-cuisine I-cuisine B-restaurant_type O B-city,BookRestaurant
during time what will be screening at the,O B-timeRange O O B-movie_type I-movie_type O O O O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent
where can i view the of,O O O O O B-object_type O B-object_name I-object_name,SearchCreativeWork
find the,O O B-object_type I-object_type B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
please book me a table for at an,O O O O O O B-party_size_number O O B-cuisine B-restaurant_type,BookRestaurant
for,B-rating_value B-rating_unit O B-object_select B-object_type,RateBook
rate,O B-object_name B-rating_value B-rating_unit,RateBook
gets a rating,B-object_name I-object_name I-object_name O O B-rating_value O,RateBook
book a for,O O B-restaurant_type O B-party_size_number,BookRestaurant
i need a reservation for people at a,O O O O O B-party_size_number O O O B-facility B-restaurant_type B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,BookRestaurant
give to,O B-rating_value B-rating_unit O B-object_select B-object_type,RateBook
i d like to rate the at of,O O O O O O B-object_type B-object_name I-object_name O B-rating_value O B-best_rating B-rating_unit,RateBook
book a place for that is,O O B-poi I-poi O O B-party_size_number O O B-spatial_relation,BookRestaurant
i would like to book at in,O O O O O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-city,BookRestaurant
when and where can i watch,O O O O O O B-movie_name I-movie_name,SearchScreeningEvent
book a in,O O B-restaurant_type O B-city B-state B-timeRange I-timeRange,BookRestaurant
add the to playlist,O O B-music_item O B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
add to,O B-artist I-artist O B-playlist_owner I-playlist_owner B-playlist,AddToPlaylist
need a table for a party of in at a,O O O O O O O B-party_size_number O B-country O O B-restaurant_name I-restaurant_name,BookRestaurant
i think gets,O O B-object_select B-object_type O B-rating_value B-rating_unit,RateBook
for the i give of a possiable rating,O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name O O B-rating_value O O O B-best_rating O,RateBook
book a with in,O O B-restaurant_type O B-facility I-facility O B-city,BookRestaurant
play on,O B-track I-track I-track I-track I-track I-track I-track O B-service,PlayMusic
book reservations at a for in,O O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-state I-state,BookRestaurant
show me at,O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
what will the be at,O O O B-condition_description O B-timeRange I-timeRange I-timeRange O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,GetWeather
tell me the predicted weather once i travel to,O O O O O O O O B-spatial_relation O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,GetWeather
will there be in,O O O B-condition_description B-timeRange I-timeRange I-timeRange O B-state,GetWeather
book in for at a,O O B-state I-state O B-served_dish I-served_dish O O B-restaurant_type,BookRestaurant
what are playing at,O B-movie_type O O O B-location_name I-location_name,SearchScreeningEvent
show me the of in,O O O B-object_type O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O B-spatial_relation B-location_name I-location_name I-location_name,SearchScreeningEvent
when does play at,O O B-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent
will it get in,O O O B-condition_temperature O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,GetWeather
will it be in,O O O B-condition_temperature B-timeRange I-timeRange O B-state I-state,GetWeather
add to playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
add to,O B-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist
rate at,O B-object_select B-object_type O B-rating_value,RateBook
i need a time of for,O O O O O B-timeRange I-timeRange I-timeRange I-timeRange O B-current_location,GetWeather
give the,O O B-object_select B-object_part_of_series_type B-rating_value B-rating_unit,RateBook
play some music,O O B-genre I-genre O,PlayMusic
where is the that is playing,O O O B-spatial_relation B-object_location_type O O O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent
play the,O O B-object_type B-object_name I-object_name,SearchCreativeWork
play a by,O O B-music_item O B-artist I-artist,PlayMusic
book a for serving food,O O B-restaurant_type I-restaurant_type O B-party_size_number O B-cuisine O,BookRestaurant
need to book a table of me at,O O O O O B-poi B-spatial_relation I-spatial_relation I-spatial_relation O O O B-restaurant_name I-restaurant_name I-restaurant_name,BookRestaurant
put the onto playlist,O O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
play me a by,O O O B-year B-music_item O B-artist I-artist,PlayMusic
i want to rate a out of,O O O O B-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type O B-rating_value O O B-best_rating,RateBook
find the,O O B-object_name I-object_name I-object_name B-object_type I-object_type,SearchCreativeWork
will there be a on,O O O O B-condition_description B-current_location O B-timeRange I-timeRange I-timeRange,GetWeather
find an,O B-object_name I-object_name I-object_name I-object_name I-object_name O B-object_type,SearchCreativeWork
find me the,O O O B-object_type B-object_name I-object_name I-object_name,SearchCreativeWork
at i need a table for at a in that serves,O B-timeRange I-timeRange O O O O O B-party_size_number O O B-restaurant_type O B-country O O B-served_dish,BookRestaurant
play the songs on,O O B-sort I-sort B-artist O O B-service,PlayMusic
can i hear s music on,O O O B-artist I-artist O B-sort O O B-service,PlayMusic
i need some,O O O B-genre I-genre I-genre,PlayMusic
give me the showtimes for,O O O O O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent
what is the,O O O B-object_type I-object_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
i d like to hear the fro,O O O O O O B-sort B-music_item O B-artist I-artist,PlayMusic
search for,O O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
give of,O B-object_name I-object_name I-object_name B-rating_value O B-best_rating,RateBook
will it in,O O B-condition_description O B-city B-state,GetWeather
find,O B-spatial_relation B-movie_type,SearchScreeningEvent
play music by,O B-music_item O O B-artist I-artist I-artist,PlayMusic
book a table for serving in a,O O O O B-party_size_description I-party_size_description I-party_size_description O B-served_dish O O B-restaurant_type,BookRestaurant
find a called,O O B-object_type O B-object_name I-object_name,SearchCreativeWork
find the,O O B-object_type B-object_name I-object_name,SearchCreativeWork
what will the weather be like in in,O O O O O O B-timeRange I-timeRange I-timeRange I-timeRange O B-city I-city O B-country,GetWeather
will it be in,O O O B-condition_temperature O B-city B-state B-timeRange I-timeRange I-timeRange I-timeRange,GetWeather
i want playlist to have on it,O O B-playlist_owner B-playlist I-playlist O O O B-artist I-artist O O,AddToPlaylist
book a on in that serves in for,O O B-restaurant_type I-restaurant_type O B-timeRange O B-city O O B-served_dish O B-state O B-party_size_number,BookRestaurant
isn t i d rate it out of,B-object_select B-object_type O O B-object_name O O O O B-rating_value O O B-best_rating B-rating_unit,RateBook
what time is playing at,O O O B-movie_name O O B-location_name I-location_name,SearchScreeningEvent
what are at,O B-object_type I-object_type O O B-location_name I-location_name I-location_name,SearchScreeningEvent
add this to,O O B-music_item O B-playlist,AddToPlaylist
open and play,O B-service O O B-album I-album,PlayMusic
find me showtimes for starting at,O O O O B-movie_name I-movie_name I-movie_name O O B-timeRange I-timeRange I-timeRange,SearchScreeningEvent
what will the weather be like in,O O O O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange O B-country,GetWeather
what is the forecast in,O O O O O B-state I-state,GetWeather
can you locate,O O O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
what is the weather forecast in,O O O O O O B-city,GetWeather
add a to playlist,O O B-music_item O B-playlist_owner O B-playlist I-playlist I-playlist,AddToPlaylist
add to playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
i want to hear music on,O O O O O O B-service,PlayMusic
where can i purchase the,O O O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
the deserves a rating of,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type O O O O B-rating_value,RateBook
what s the weather in,O O O O O B-country I-country,GetWeather
where can i view the,O O O O O B-object_type B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
play me a by in on,O O O B-music_item O B-artist I-artist I-artist O B-year O B-service,PlayMusic
use to play playlist,O B-service O O B-playlist I-playlist I-playlist I-playlist O,PlayMusic
is it going to get in,O O O O O B-condition_temperature O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,GetWeather
add this to playlist,O O B-music_item O B-playlist_owner I-playlist_owner B-playlist O,AddToPlaylist
what s the forecast for from,O O O O O B-timeRange B-spatial_relation O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,GetWeather
she me the forecast for on,O O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi O B-timeRange I-timeRange,GetWeather
search for,O O B-object_name I-object_name I-object_name,SearchCreativeWork
find a called,O O B-object_type O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
find,O B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
i d like to see weather conditions for,O O O O O O O O B-city,GetWeather
add to playlist,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
what is the forecast for in,O O O O O B-timeRange I-timeRange O B-state,GetWeather
i need a reservation for in for a party of,O O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-state O O O O B-party_size_number,BookRestaurant
i m hoping to find a table for at a on,O O O O O O O O B-party_size_number O O B-restaurant_type O B-timeRange I-timeRange I-timeRange,BookRestaurant
book the for people,O O B-sort B-restaurant_type O B-party_size_number O,BookRestaurant
add to,O B-artist I-artist O B-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist
i want to book a for in,O O O O O B-restaurant_type O B-party_size_number O B-city,BookRestaurant
what are the at the,O O O B-object_type I-object_type O O B-location_name I-location_name,SearchScreeningEvent
please help me find the,O O O O O B-object_name I-object_name I-object_name I-object_name I-object_name B-object_type I-object_type,SearchCreativeWork
show me some,O O O B-object_type I-object_type,SearchScreeningEvent
will it be in,O O O B-condition_temperature O B-city I-city I-city,GetWeather
what is the forecast for at in,O O O O O B-condition_temperature O B-timeRange I-timeRange I-timeRange O B-state,GetWeather
play by,O B-music_item O B-artist I-artist I-artist,PlayMusic
what time will the be playing,O O O O B-spatial_relation B-object_location_type I-object_location_type O O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent
give out of to,O B-rating_value B-rating_unit O O B-best_rating O B-object_name I-object_name I-object_name,RateBook
give star to,O B-rating_value O O B-object_name I-object_name I-object_name B-object_part_of_series_type,RateBook
what is playing,O B-object_location_type O O B-movie_name I-movie_name,SearchScreeningEvent
what are the current showtimes for,O O O O O O B-movie_name I-movie_name,SearchScreeningEvent
this should go onto playlist called,O B-music_item O O O B-playlist_owner O O B-playlist I-playlist I-playlist,AddToPlaylist
i give the out of,O O O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit,RateBook
please help me search the,O O O O O B-object_type I-object_type B-object_name I-object_name I-object_name,SearchCreativeWork
find time for at the,O O O B-movie_type O O B-location_name I-location_name I-location_name,SearchScreeningEvent
add to,O B-artist O B-playlist_owner B-playlist I-playlist I-playlist,AddToPlaylist
add this to playlist,O O B-artist I-artist B-music_item O B-playlist I-playlist I-playlist O,AddToPlaylist
put on,O B-artist I-artist O B-playlist I-playlist I-playlist,AddToPlaylist
what s the forecast for my,O O O O O O B-current_location I-current_location,GetWeather
find a called,O O B-object_type O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
give to,O B-rating_value B-rating_unit O B-object_select B-object_type,RateBook
i d like to eat with a party of in,O O O O O O O O O B-party_size_number O B-city B-state,BookRestaurant
i d like to hear the,O O O O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
book a at for people,O O B-restaurant_type O B-timeRange I-timeRange I-timeRange O B-party_size_number O,BookRestaurant
find music on,O B-artist I-artist O O B-service,PlayMusic
rate of,O B-object_name I-object_name B-rating_value O B-best_rating B-rating_unit,RateBook
what s the weather at my,O O O O O O B-current_location I-current_location,GetWeather
what time is playing,O O O B-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent
play from,O B-year B-music_item O B-artist I-artist,PlayMusic
what is the right for,O O O B-object_type I-object_type O B-timeRange O B-movie_type B-spatial_relation I-spatial_relation,SearchScreeningEvent
what will the weather be in at,O O O O O O B-country O B-timeRange,GetWeather
what s the weather in on,O O O O O B-state O B-timeRange I-timeRange I-timeRange I-timeRange,GetWeather
gets a rating of,B-object_name I-object_name I-object_name O O O O B-rating_value,RateBook
add to,O B-music_item O B-playlist I-playlist I-playlist,AddToPlaylist
what time is playing at,O O O B-movie_name I-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent
add the name to playlist,O O O B-entity_name I-entity_name I-entity_name O O B-playlist I-playlist I-playlist,AddToPlaylist
i need please search it for me,O O B-object_name I-object_name I-object_name O O O O O,SearchCreativeWork
please add a from to playlist,O O O B-music_item O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
rate of,O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit,RateBook
play,O B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
how to buy of,O O O B-object_type O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
play on,O B-artist I-artist O B-service,PlayMusic
find a,O B-object_name I-object_name O B-object_type,SearchCreativeWork
what time is playing,O O O B-movie_name I-movie_name O B-location_name I-location_name I-location_name,SearchScreeningEvent
give of,O B-object_select B-object_type B-rating_value O B-best_rating,RateBook
please check the,O O O B-object_type I-object_type,SearchScreeningEvent
book a table for at a from,O O O O B-party_size_number O O B-sort B-restaurant_type B-spatial_relation O B-city,BookRestaurant
where is playing,O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent
what has the,O B-object_location_type O O B-spatial_relation B-movie_type,SearchScreeningEvent
what is at,O B-movie_type O O B-location_name I-location_name I-location_name,SearchScreeningEvent
play a by,O O B-music_item O B-artist I-artist,PlayMusic
is playing at,O B-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent
play,O B-track I-track I-track I-track I-track I-track I-track,PlayMusic
where can i get,O O O O B-object_name,SearchCreativeWork
show the forecast in,O O O B-spatial_relation B-timeRange I-timeRange I-timeRange I-timeRange O B-country I-country,GetWeather
book a table at in,O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-state,BookRestaurant
want to eat at that s of,O O O O B-restaurant_name I-restaurant_name I-restaurant_name O O B-spatial_relation I-spatial_relation I-spatial_relation O B-poi I-poi I-poi,BookRestaurant
needs added on,B-playlist_owner B-playlist I-playlist I-playlist O B-entity_name I-entity_name I-entity_name O O,AddToPlaylist
the should be rated a,O B-object_name I-object_name I-object_name B-object_part_of_series_type O O O O B-rating_value,RateBook
show for,O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
give the,O O B-object_select B-object_type B-rating_value B-rating_unit,RateBook
please start playing some music,O O O O B-year B-music_item O,PlayMusic
find the for,O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
show me the,O O O B-object_type I-object_type B-object_name I-object_name I-object_name,SearchCreativeWork
book a table for in,O O O O B-party_size_number O B-city B-state,BookRestaurant
play music from the,O O O O B-year,PlayMusic
play s,O B-artist I-artist O B-music_item,PlayMusic
play the music of,O O O B-music_item O B-year,PlayMusic
where can i find the,O O O O O B-object_type B-object_name I-object_name I-object_name,SearchCreativeWork
play me the,O O O B-object_type I-object_type B-object_name I-object_name,SearchCreativeWork
i d like to book a reservation for for people at,O O O O O O O O B-timeRange I-timeRange O B-party_size_number O O B-restaurant_name I-restaurant_name,BookRestaurant
i rate the,O O O B-object_type B-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook
rate the a,O O B-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type O B-rating_value,RateBook
find me the,O O O B-object_name I-object_name B-object_type,SearchCreativeWork
tell me the weather forecast for in,O O O O O O B-timeRange I-timeRange I-timeRange O B-state,GetWeather
reserve a place to eat on in,O O O O O O B-timeRange I-timeRange O B-country B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation,BookRestaurant
find starting time for,O B-timeRange O O O B-movie_name I-movie_name,SearchScreeningEvent
is playing anywhere at time,O B-movie_name I-movie_name I-movie_name O O O B-timeRange O,SearchScreeningEvent
what is the weather in,O O O O O B-city B-country I-country,GetWeather
play me a by from,O O O B-music_item O B-artist I-artist O B-year,PlayMusic
what is the predicted weather on for,O O O O O O B-timeRange I-timeRange O B-geographic_poi I-geographic_poi I-geographic_poi,GetWeather
add to,O B-music_item O B-playlist I-playlist,AddToPlaylist
book a in in,O O B-restaurant_type O B-party_size_number O B-city I-city,BookRestaurant
add a to playlist,O O B-music_item O B-playlist_owner O B-playlist I-playlist,AddToPlaylist
book a for people,O O B-restaurant_type O B-party_size_number O,BookRestaurant
the total but gets a,O B-rating_unit O B-best_rating O B-object_name I-object_name I-object_name I-object_name I-object_name O O B-rating_value,RateBook
add to,O B-artist I-artist O B-playlist I-playlist,AddToPlaylist
find me the,O O O B-object_name I-object_name,SearchCreativeWork
please play playlist,O O O B-playlist I-playlist,PlayMusic
rate a,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value,RateBook
find me playing at,O O B-movie_name I-movie_name O O B-location_name I-location_name B-timeRange I-timeRange I-timeRange,SearchScreeningEvent
find the for at the,O O B-object_type O B-movie_type O O B-spatial_relation B-object_location_type,SearchScreeningEvent
can i get the newest for,O O O O O B-object_type I-object_type B-spatial_relation I-spatial_relation I-spatial_relation O B-movie_type I-movie_type,SearchScreeningEvent
find showing,O B-location_name I-location_name O B-movie_type I-movie_type,SearchScreeningEvent
add this to playlist named,O O B-music_item O B-playlist_owner O O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
add to playlist,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
what will the weather be in on,O O O O O O B-geographic_poi I-geographic_poi O B-timeRange I-timeRange,GetWeather
add to playlist,O B-music_item O B-playlist O,AddToPlaylist
play the by artist,O O B-music_item B-track I-track I-track I-track O O B-artist I-artist I-artist,PlayMusic
add to playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
book a in for people,O O B-cuisine B-restaurant_type O B-state O B-party_size_number O,BookRestaurant
can you bring up the for,O O O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
play me a on,O O O B-artist I-artist B-music_item O B-service I-service,PlayMusic
play some from on,O O B-music_item O B-year O B-service,PlayMusic
find the for for at,O O B-object_type O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O B-location_name I-location_name,SearchScreeningEvent
i d like to watch at,O O O O O B-movie_type O B-location_name I-location_name,SearchScreeningEvent
go to at,O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
play from,O B-track O B-artist I-artist,PlayMusic
when is playing at the,O O B-movie_name I-movie_name I-movie_name I-movie_name O O O B-object_location_type I-object_location_type,SearchScreeningEvent
will it be in,O O O B-condition_temperature O B-city B-state,GetWeather
is playing at the at time,O B-movie_name I-movie_name O O O B-object_location_type I-object_location_type O B-timeRange O,SearchScreeningEvent
is at the,O B-movie_name I-movie_name I-movie_name O O B-spatial_relation B-object_location_type,SearchScreeningEvent
rate of,O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit,RateBook
play music on,O B-year B-music_item O O B-service,PlayMusic
give the of,O O B-object_select B-object_type B-rating_value O B-best_rating,RateBook
i d like to see the,O O O O O O B-object_type B-object_name I-object_name I-object_name,SearchCreativeWork
i m looking for the called,O O O O O B-object_type O B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
will there be at in,O O O B-condition_description O B-timeRange I-timeRange O B-city,GetWeather
find a called,O O B-object_type O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
add to playlsit,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
give a rating of,O B-object_select B-object_type O O O B-rating_value,RateBook
play,O B-track I-track I-track I-track,PlayMusic
i need a table for at a that has a,O O O O O B-party_size_number O O B-restaurant_type O O O B-served_dish I-served_dish,BookRestaurant
where can i read the,O O O O O B-object_type B-object_name I-object_name I-object_name,SearchCreativeWork
show me the,O O O B-object_type B-object_name I-object_name,SearchCreativeWork
i want to eat at a for,O O O O O O B-facility B-restaurant_type O B-party_size_number,BookRestaurant
add this to,O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist
search for a,O O B-object_name I-object_name O B-object_type I-object_type,SearchCreativeWork
play a by,O O B-music_item O B-artist I-artist,PlayMusic
find the for,O O B-object_type O B-movie_type B-spatial_relation I-spatial_relation,SearchScreeningEvent
book reservations at a on,O O O O B-sort I-sort B-restaurant_type O B-timeRange,BookRestaurant
find,O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent
play a on,O O B-year B-music_item O B-service I-service,PlayMusic
what time is starting,O O O B-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent
i would give the a rating of,O O O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type O O O B-rating_value B-rating_unit,RateBook
what are the at,O O O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent
can you find me the,O O O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
play some music by,O O O O B-artist I-artist,PlayMusic
i want to book a,O O O O O B-state B-restaurant_type,BookRestaurant
can you give me the,O O O O O B-object_type I-object_type,SearchScreeningEvent
rate a out of,O B-object_select B-object_type O B-rating_value O O B-best_rating,RateBook
play music from,O O O B-genre,PlayMusic
will there be a in,O O O O B-condition_description O B-state I-state,GetWeather
book in,O B-restaurant_name I-restaurant_name O B-country,BookRestaurant
book a reservation for on,O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-timeRange I-timeRange I-timeRange,BookRestaurant
show me the of movie,O O O B-object_type O O B-movie_name I-movie_name,SearchScreeningEvent
want to watch the,O O O O B-object_type I-object_type B-object_name I-object_name I-object_name,SearchCreativeWork
add to playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
rate the a out of,O O B-object_name I-object_name I-object_name B-object_type O B-rating_value O O B-best_rating,RateBook
reserve in a,O O B-country O B-restaurant_type I-restaurant_type B-spatial_relation B-party_size_description I-party_size_description I-party_size_description,BookRestaurant
find the showing,O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent
play the music by,O O B-sort O O B-artist I-artist I-artist,PlayMusic
play music from,O O O B-year,PlayMusic
i want to play the,O O O O O B-object_type B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
what is the weather forecast for,O O O O O O B-city B-country I-country,GetWeather
book a with,O O B-restaurant_type O B-facility,BookRestaurant
add to playlist,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
will it be in,O O O B-condition_temperature O B-city I-city B-timeRange,GetWeather
what are playing,O B-object_type I-object_type O B-spatial_relation I-spatial_relation O B-movie_type I-movie_type,SearchScreeningEvent
play to,O B-entity_name I-entity_name O B-playlist I-playlist,AddToPlaylist
find the for,O O B-object_type I-object_type O B-timeRange,SearchScreeningEvent
what time are the,O O O O B-object_type I-object_type,SearchScreeningEvent
add the to playlist,O O B-music_item B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
play my,O O B-playlist I-playlist I-playlist,PlayMusic
book at in for,O O B-restaurant_name I-restaurant_name O B-city I-city O B-timeRange I-timeRange I-timeRange,BookRestaurant
put onto list,O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
what time is playing at,O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent
play a from,O O B-music_item O B-year,PlayMusic
what is the forecast for,O O O B-city O O B-timeRange B-spatial_relation I-spatial_relation I-spatial_relation,GetWeather
use the service to play by artist,O O O B-service O O B-sort O O B-artist,PlayMusic
i m looking for the,O O O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
play music from the,O O O O B-year,PlayMusic
i give of,O O B-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value O B-best_rating B-rating_unit,RateBook
add to,O B-artist I-artist O B-playlist_owner B-playlist,AddToPlaylist
i want to find an with for people,O O O O O B-restaurant_type I-restaurant_type O B-served_dish O B-party_size_number O,BookRestaurant
add to the playlist,O B-entity_name O O B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
i need a reservation for the on in for a party of,O O O O O O B-sort B-cuisine B-restaurant_type O B-timeRange I-timeRange O B-city B-state O O O O B-party_size_number,BookRestaurant
please search the work,O O O O B-object_name I-object_name,SearchCreativeWork
is it going to be in,O O O O O B-condition_temperature O B-city,GetWeather
what channel does the play on,O O O O B-object_type I-object_type B-object_name I-object_name O O,SearchCreativeWork
find a called,O O B-object_type O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
i want to add to list,O O O O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
tell me the weather forecast for my at,O O O O O O O B-current_location I-current_location O B-timeRange I-timeRange I-timeRange,GetWeather
where is playing,O O B-movie_name I-movie_name O,SearchScreeningEvent
add to playlist,O B-artist I-artist O B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
play,O B-artist B-year B-music_item I-music_item,PlayMusic
is a rating value and a best rating of,B-object_name I-object_name I-object_name O O B-rating_value O O O O O O O B-best_rating,RateBook
what s the forecast in,O O O O O B-city,GetWeather
rate of,O B-object_name I-object_name B-rating_value O B-best_rating,RateBook
is it in,O O B-condition_temperature O B-city I-city B-state,GetWeather
book a for for,O O B-restaurant_type O B-party_size_number O B-timeRange I-timeRange,BookRestaurant
tell me how weather is,O O O B-city O O,GetWeather
i d like to reserve a table in,O O O O O O O O B-restaurant_name,BookRestaurant
find an,O B-object_name O B-object_type,SearchCreativeWork
i would like to book a in for on,O O O O O O B-restaurant_type O B-city I-city O B-party_size_number O B-timeRange I-timeRange,BookRestaurant
